STATE,STATENAME,ST_CASE,EVENTNUM,VEH_NO,VEVENTNUM,VNUMBER1,AOI1,AOI1NAME,SOE,SOENAME,VNUMBER2,VNUMBER2NAME,AOI2,AOI2NAME
47,Tennessee,470636,3,1,3,1,11,11 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470637,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470637,2,1,2,1,98,Not Reported,12,Motor Vehicle In-Transport,2,2,11,11 Clock Point
47,Tennessee,470637,2,2,1,1,98,Not Reported,12,Motor Vehicle In-Transport,2,2,11,11 Clock Point
47,Tennessee,470637,3,2,2,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470637,4,2,3,2,98,Not Reported,33,Curb,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470637,5,2,4,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470638,1,1,1,1,11,11 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470639,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470639,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470639,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470640,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470640,2,1,2,1,98,Not Reported,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470640,3,1,3,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470641,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
47,Tennessee,470641,2,1,2,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470641,3,1,3,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470641,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470641,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
47,Tennessee,470642,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470642,2,1,2,1,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470642,3,1,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470643,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470643,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470643,3,1,3,1,9,9 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470644,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470644,2,1,2,1,55,Non-Harmful Event,65,Cross Median,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470644,3,1,3,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470644,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470644,7,1,5,1,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470644,3,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470644,5,2,2,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470644,6,2,3,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470644,8,2,4,2,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470645,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470645,2,1,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470645,3,1,3,1,98,Not Reported,41,Shrubbery,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470645,4,1,4,1,98,Not Reported,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470646,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470646,2,1,2,1,1,1 Clock Point,32,Culvert,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470646,3,1,3,1,55,Non-Harmful Event,67,Vehicle Went Airborne,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470646,4,1,4,1,98,Not Reported,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470646,5,1,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470646,6,1,6,1,0,Non-Collision,3,Immersion or Partial Immersion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470647,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
47,Tennessee,470647,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
47,Tennessee,470648,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470648,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470648,3,1,3,1,12,12 Clock Point,53,Mail Box,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470648,4,1,4,1,98,Not Reported,43,Other Fixed Object,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470648,5,1,5,1,98,Not Reported,14,Parked Motor Vehicle,2,2,9,9 Clock Point
47,Tennessee,470648,6,1,6,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470648,5,2,1,1,98,Not Reported,14,Parked Motor Vehicle,2,2,9,9 Clock Point
47,Tennessee,470649,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470649,2,1,2,1,11,11 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470650,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
47,Tennessee,470650,4,1,2,1,98,Not Reported,12,Motor Vehicle In-Transport,4,4,7,7 Clock Point
47,Tennessee,470650,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
47,Tennessee,470650,2,2,2,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470650,3,2,3,3,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470650,3,3,1,3,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470650,4,4,1,1,98,Not Reported,12,Motor Vehicle In-Transport,4,4,7,7 Clock Point
47,Tennessee,470651,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470652,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470652,2,1,2,1,55,Non-Harmful Event,65,Cross Median,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470652,3,1,3,1,1,1 Clock Point,12,Motor Vehicle In-Transport,2,2,11,11 Clock Point
47,Tennessee,470652,3,2,1,1,1,1 Clock Point,12,Motor Vehicle In-Transport,2,2,11,11 Clock Point
47,Tennessee,470653,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
47,Tennessee,470653,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
47,Tennessee,470654,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470654,2,1,2,1,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470655,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470655,2,1,2,1,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470656,1,1,1,1,3,3 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470656,1,2,1,1,3,3 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470657,1,1,1,2,10,10 Clock Point,12,Motor Vehicle In-Transport,1,1,12,12 Clock Point
47,Tennessee,470657,1,2,1,2,10,10 Clock Point,12,Motor Vehicle In-Transport,1,1,12,12 Clock Point
47,Tennessee,470658,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470658,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470658,3,1,3,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470658,4,1,4,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470658,5,1,5,1,12,12 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470658,6,1,6,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470659,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470659,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470659,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470660,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470660,2,1,2,1,7,7 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470661,1,1,1,1,11,11 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470663,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470663,2,1,2,1,1,1 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470663,3,1,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470664,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470664,2,1,2,1,12,12 Clock Point,59,Traffic Sign Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470664,3,1,3,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470665,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470665,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470665,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470666,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,63,Left-Back Side
47,Tennessee,470666,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,63,Left-Back Side
47,Tennessee,470667,1,1,1,1,9,9 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470667,1,2,1,1,9,9 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470668,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
47,Tennessee,470668,2,1,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470668,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
47,Tennessee,470669,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470669,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470670,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470670,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470671,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,4,4 Clock Point
47,Tennessee,470671,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,4,4 Clock Point
47,Tennessee,470672,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470672,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470672,3,1,3,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470672,4,1,4,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470672,5,1,5,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470672,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470673,1,1,1,1,62,Left-Front Side,12,Motor Vehicle In-Transport,2,2,4,4 Clock Point
47,Tennessee,470673,2,1,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470673,3,1,3,1,98,Not Reported,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470673,4,1,4,1,12,12 Clock Point,55,Motor Vehicle in Motion Outside the Trafficway,3,3,9,9 Clock Point
47,Tennessee,470673,5,1,5,1,98,Not Reported,43,Other Fixed Object,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470673,1,2,1,1,62,Left-Front Side,12,Motor Vehicle In-Transport,2,2,4,4 Clock Point
47,Tennessee,470673,4,3,1,1,12,12 Clock Point,55,Motor Vehicle in Motion Outside the Trafficway,3,3,9,9 Clock Point
47,Tennessee,470674,2,1,1,2,9,9 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
47,Tennessee,470674,1,2,1,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470674,2,2,2,2,9,9 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
47,Tennessee,470675,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470675,2,1,2,1,2,2 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470675,3,1,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470676,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470676,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470676,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470676,3,2,2,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470676,4,2,3,2,62,Left-Front Side,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470677,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470677,2,1,2,1,12,12 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470677,3,1,3,1,12,12 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470677,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470679,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470679,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470679,3,1,3,1,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470679,4,1,4,1,12,12 Clock Point,53,Mail Box,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470679,5,1,5,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470679,6,1,6,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470680,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470681,1,1,1,1,12,12 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470682,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470682,2,1,2,1,4,4 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470683,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
47,Tennessee,470683,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
47,Tennessee,470683,2,2,2,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470684,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470684,2,1,2,1,12,12 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470684,3,1,3,1,12,12 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470684,4,1,4,1,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470684,5,1,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470685,2,1,1,2,11,11 Clock Point,12,Motor Vehicle In-Transport,1,1,11,11 Clock Point
47,Tennessee,470685,3,1,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470685,1,2,1,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470685,2,2,2,2,11,11 Clock Point,12,Motor Vehicle In-Transport,1,1,11,11 Clock Point
47,Tennessee,470686,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470686,2,1,2,1,55,Non-Harmful Event,65,Cross Median,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470686,3,1,3,1,55,Non-Harmful Event,67,Vehicle Went Airborne,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470686,4,1,4,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470686,5,1,5,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470686,6,1,6,1,98,Not Reported,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470686,4,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470686,7,2,2,2,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,11,11 Clock Point
47,Tennessee,470686,7,3,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,11,11 Clock Point
47,Tennessee,470687,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470688,1,1,1,1,9,9 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470688,2,1,2,1,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470688,1,2,1,1,9,9 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470688,3,2,2,2,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470689,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470690,1,1,1,1,3,3 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470690,1,2,1,1,3,3 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470691,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470691,2,1,2,1,12,12 Clock Point,41,Shrubbery,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470691,3,1,3,1,3,3 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470691,4,1,4,1,12,12 Clock Point,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470692,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470692,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470692,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470693,1,1,1,1,5,5 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470693,1,2,1,1,5,5 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
47,Tennessee,470694,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
47,Tennessee,470694,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
47,Tennessee,470695,1,1,1,1,83,Right-Back Side,12,Motor Vehicle In-Transport,2,2,62,Left-Front Side
47,Tennessee,470695,1,2,1,1,83,Right-Back Side,12,Motor Vehicle In-Transport,2,2,62,Left-Front Side
47,Tennessee,470695,2,2,2,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470695,3,2,3,2,98,Not Reported,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
47,Tennessee,470695,3,3,1,2,98,Not Reported,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
47,Tennessee,470696,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
47,Tennessee,470696,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
47,Tennessee,470696,2,2,2,2,3,3 Clock Point,12,Motor Vehicle In-Transport,3,3,9,9 Clock Point
47,Tennessee,470696,2,3,1,2,3,3 Clock Point,12,Motor Vehicle In-Transport,3,3,9,9 Clock Point
47,Tennessee,470697,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470697,2,1,2,1,11,11 Clock Point,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470697,3,1,3,1,12,12 Clock Point,32,Culvert,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470697,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470698,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470698,2,1,2,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470698,3,1,3,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470698,4,1,4,1,99,Reported as Unknown,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470699,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470699,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470699,3,1,3,1,2,2 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470700,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470700,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470700,3,1,3,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
47,Tennessee,470700,4,1,4,1,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
47,Tennessee,470700,5,1,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
