STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,Note,BodyClassId,BodyClass,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,TrailerBodyTypeId,TrailerBodyType,TrailerTypeConnectionId,TrailerTypeConnection,TrailerLengthFT,OtherTrailerInfo,AxlesCount,AxleConfigurationId,AxleConfiguration
13,Georgia,130755,2,1,1JJV532D*HL******,2021-09-08 14:52:53,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
13,Georgia,130773,1,1,1PLE0482*4P******,2021-09-08 14:52:53,0,6,TRAILER,18041,PEERLESS CORPORATION,9288,PEERLESS,23523,Peerless,2004,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,34,Chipper Trailer,,,48.000,,2,,
13,Georgia,130788,3,1,4M8US162*VD******,2021-09-08 14:52:53,0,6,TRAILER,10400,"SUPERIOR TRAILERS OF GEORGIA, INC.",3098,SUPERIOR TRAILERS OF GEORGIA,7123,Superior Trailers of Georgia,1997,STANDARD,,6,UNITED STATES (USA),GEORGIA,DANIELSVILLE,,,61,Trailer,,,,,16,Utility Trailer,,,16.000,,2,,
13,Georgia,130888,1,1,1Z9TF122*FN374***,2021-09-08 14:52:53,0,6,TRAILER,1492,INTECH TRAILERS INC.,8211,INTECH TRAILERS,21891,inTech Trailers,2015,,,6,UNITED STATES (USA),INDIANA,NAPPANEE,inTech Trailers Inc.,,61,Trailer,,,,,,,1,Ball Type Pull,12.000,Body Type - Fiber Trailer,2,,
13,Georgia,130897,1,1,1GRAA062*4W******,2021-09-08 14:52:53,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
13,Georgia,131025,2,1,1PLE0452*6P******,2021-09-08 14:52:54,0,6,TRAILER,18041,PEERLESS CORPORATION,9288,PEERLESS,23523,Peerless,2006,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,34,Chipper Trailer,,,45.000,,2,,
13,Georgia,131220,2,1,5JYLP402*HP******,2021-09-08 14:52:54,0,6,TRAILER,2290,PITTS ENTERPRISES INC,2831,PITTS TRAILERS,6775,Pitts Trailers,2017,,,6,UNITED STATES (USA),ALABAMA,PITTSVIEW,,,61,Trailer,,,,,19,Logging Trailer,,,40.000,Trailer Type: Plantation,2,,
13,Georgia,131372,2,1,1GRAA561*4K******,2021-09-08 14:52:55,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
16,Idaho,160120,1,1,1G9TAJ06*GA008***,2021-09-08 14:52:55,0,6,TRAILER,9652,"GENERAL TRAILER COMPANY, INC.",8978,GENERAL TRAILER,23105,General Trailer,2016,,,6,UNITED STATES (USA),OREGON,SPRINGFIELD,,,61,Trailer,,,,,90,Jeep,,,35.000,,3,,
17,Illinois,170005,2,1,1JJV532D*EL******,2021-09-08 14:52:56,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2014,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170006,1,1,1UYVS253*DG******,2021-09-08 14:52:56,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2013,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170055,2,1,3H3V532C*KT******,2021-09-08 14:52:56,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
17,Illinois,170061,1,1,2M512146*21******,2021-09-08 14:52:56,0,6,TRAILER,5771,THE CANAM MANAC GROUP INC,7933,MANAC,21215,Manac Trailer,2002,,,1,CANADA,QUEBEC,ST. GEORGES,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,47.900,Straight/Drop Frame/Extendable,2,,
17,Illinois,170069,2,1,2W9HA402*JG001***,2021-09-08 14:52:57,0,6,TRAILER,10140,"WALINGA, INC.",6967,"WALINGA, INC.",18536,"WALINGA, INC.",2018,,,1,CANADA,,GUELPH,,,61,Trailer,,,,,15,Tank Trailer,,,40.000,HOPPER TANK & AUGER,2,,
17,Illinois,170071,2,1,1KKVE532*7L******,2021-09-08 14:52:57,0,6,TRAILER,2340,KENTUCKY MANUFACTURING CO.,2048,KENTUCKY MANUFACTURING CO./ KENTUCKY TRAILER/ KENTUCKY TRAILER TECH,5803,Kentucky Manufacturing Co./ Kentucky Trailer/ Kentucky Trailer Tech,2007,,,6,UNITED STATES (USA),KENTUCKY,LOUISVILLE,Kentucky Manufacturing Co.,,,,,,,,36,Van Trailer,,,53.000,Body Type - Electronics,2,,
17,Illinois,170086,1,1,3H3C532S*5T******,2021-09-08 14:52:57,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2005,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,109,Container Chassis/Container Trailer,,,53.000,Material: Steel,2,,
17,Illinois,170121,1,1,1JJV532D*HL******,2021-09-08 14:52:57,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170162,2,1,5WSABB23*KN******,2021-09-08 14:52:58,0,6,TRAILER,10142,WALKER STAINLESS EQUIPMENT CO,1092,BULK TANK INTERNATIONAL,22683,NON-DOT/TC Spec (3A/FOODGRADE/WATER/FERTILIZER/SEPTIC/DRY BULK/ETC.),2019,,,6,UNITED STATES (USA),WISCONSIN,NEW LISBON,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,,Length of Trailer: 40-50 feet,2,,
17,Illinois,170167,2,1,1UYVS253*7U******,2021-09-08 14:52:58,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170179,1,1,1TDH4302*KB******,2021-09-08 14:52:58,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,2019,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",,,,,,,174,Dry Bulk Trailer,,,43.000,Dry Bulk-Bottom Hopper,2,,
17,Illinois,170179,3,1,1GRAP062*EJ******,2021-09-08 14:52:58,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2014,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,"Jacksonville Florida (ended 02/1988); Jonesboro, Arkansas (effective 09/03/02)",61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
17,Illinois,170231,2,1,1JJV532W*4L******,2021-09-08 14:52:58,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2004,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170238,2,1,1W15AF1B*6A******,2021-09-08 14:52:59,0,6,TRAILER,11681,WILSON TRAILER CO.,3855,WILSON TRAILER CO.,8390,Wilson Trailer Co.,2006,RIDGE STRAPS - ROLL TARP,,6,UNITED STATES (USA),IOWA,SIOUX CITY,PLANT 2,,61,Trailer,,,,,33,Grain Trailer,,,43.000,Type of Trailer: DOUBLE WALL HOPPER B-TRAIN (PULL) (DWHBP-B),2,,
17,Illinois,170242,2,1,13ND4829*X1******,2021-09-08 14:53:00,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1999,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,61,Trailer,,,,,,,3,Gooseneck,48.000,Optional Features: full width gooseneck,2,,
17,Illinois,170251,2,1,1UYVS253*HP******,2021-09-08 14:53:00,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170264,2,1,5EF2GC53*CB******,2021-09-08 14:53:00,0,6,TRAILER,4094,CHEETAH CHASSIS CORPORATION,4029,CHEETAH CHASSIS,8699,CHEETAH CHASSIS,2012,,,6,UNITED STATES (USA),PENNSYLVANIA,BERWICK,,,61,Trailer,,,,,46,Chassis,3,Gooseneck,53.000,,2,,
17,Illinois,170283,1,1,1JJV532W*8L******,2021-09-08 14:53:01,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2008,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170332,3,1,1UYVS253*BM******,2021-09-08 14:53:01,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2011,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170375,1,1,1JJV532D*JL******,2021-09-08 14:53:01,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170375,8,1,1UYVS253*J2******,2021-09-08 14:53:02,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170415,1,1,1JJV382V*CL******,2021-09-08 14:53:02,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10943,Dry Van Sheet & Post,2012,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,38.000,,2,,
17,Illinois,170417,1,1,1JJV532W*2L******,2021-09-08 14:53:02,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2002,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170417,2,1,1JJV532D*KL******,2021-09-08 14:53:03,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170432,2,1,1TTF482A*K3******,2021-09-08 14:53:03,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10512,BENSON,27664,Aluminium Flatbed,2019,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,,2,,
17,Illinois,170433,2,1,1JJV532B*JL******,2021-09-08 14:53:03,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170440,1,1,1GR1A561*LB******,2021-09-08 14:53:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,,,,,,,6,Kingpin,28.000,"Semitrailer - dry freight, reefer, or insulated van",1,,
17,Illinois,170440,1,2,1GRAA561*GB******,2021-09-08 14:53:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van / Reefer Van / Insulated Van,1,,
17,Illinois,170440,3,1,1UYVS253*K6******,2021-09-08 14:53:04,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170457,1,1,5V8VC532*EM******,2021-09-08 14:53:04,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2014,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
17,Illinois,170457,3,1,1JJV532D*KL******,2021-09-08 14:53:05,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170486,1,1,1DW1A532*9S******,2021-09-08 14:53:05,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2009,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170486,2,1,3H3V532C*AT******,2021-09-08 14:53:05,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2010,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
17,Illinois,170496,2,1,1UYVS253*GP******,2021-09-08 14:53:05,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170506,2,1,1UYVS253*DM******,2021-09-08 14:53:06,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2013,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170596,2,1,1JJV532W*XL******,2021-09-08 14:53:07,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,1999,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170614,2,1,1UYVS253*H3******,2021-09-08 14:53:08,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170661,2,1,1JJV532D*JL******,2021-09-08 14:53:08,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170670,2,1,4C9C5D32*LS071***,2021-09-08 14:53:08,0,6,TRAILER,1250,"CORAS TRAILER MANUFACTURING, INC.",679,"CORAS WELDING SHOP, INC.",3797,Coras Welding,2020,,,6,UNITED STATES (USA),ILLINOIS,STREATOR,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,5,Fifth Wheel,23.000,,2,,
17,Illinois,170672,3,1,1UYVS253*FP******,2021-09-08 14:53:08,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170677,1,1,1L9CA242*XM212***,2021-09-08 14:53:09,0,6,TRAILER,3562,L & M MANUFACTURING INC,6288,L & M MANUFACTURING INC,17405,L & M MANUFACTURING INC,1999,,,6,UNITED STATES (USA),ILLINOIS,MONMOUTH,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,24.000,Tube 1/4 Frame,2,,
17,Illinois,170681,1,1,1UYFS248*K5******,2021-09-08 14:53:09,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
17,Illinois,170686,3,1,1UYVS236*H6******,2021-09-08 14:53:09,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,36.000,,2,,
17,Illinois,170707,2,1,LJRC4626*61******,2021-09-08 14:53:09,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2006,,,8,CHINA,,SHENZHEN,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,46.000,,2,,
17,Illinois,170727,1,1,3AWF1VT2*JX******,2021-09-08 14:53:10,0,6,TRAILER,14859,FRUEHAUF DE MEXICO S.A. DE C.V.,4963,FRUEHUAF,12125,Fruehuaf,2018,,,12,MEXICO,STATE OF MEXICO,COACALCO,,,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,Dry Van,2,,
17,Illinois,170728,2,1,5JW1C202*G2******,2021-09-08 14:53:10,0,6,TRAILER,9916,NOVAE CORPORATION,2410,SURE-TRAC,6193,Sure-Trac Trailers,2016,,,6,UNITED STATES (USA),INDIANA,NORTH MANCHESTER,Novae Corporation,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,1,Ball Type Pull,20.000,,2,,
17,Illinois,170733,1,1,1UYVS253*GU******,2021-09-08 14:53:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170773,1,1,527SR532*LM******,2021-09-08 14:53:11,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2020,,,6,UNITED STATES (USA),INDIANA,MONON,"CIMC Reefer Trailer,Inc",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
17,Illinois,170773,5,1,1JJV532D*LL******,2021-09-08 14:53:11,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170783,2,1,1UYVS253*GG******,2021-09-08 14:53:11,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170789,2,1,1UYVS253*FP******,2021-09-08 14:53:11,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170791,1,1,1GR1A062*JK******,2021-09-08 14:53:12,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2018,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,,,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
17,Illinois,170793,1,1,1UYVS253*6P******,2021-09-08 14:53:12,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
17,Illinois,170793,2,1,1JJV532B*CL******,2021-09-08 14:53:12,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2012,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
17,Illinois,170797,2,1,1TDH4222*CB******,2021-09-08 14:53:12,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,2012,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",,,,,,,174,Dry Bulk Trailer,,,42.000,Dry Bulk-Bottom Hopper,2,,
17,Illinois,170835,1,1,1PMS1422*G1******,2021-09-08 14:53:12,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2016,,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,42.000,Tank Vessel Code: Non-code,2,,
17,Illinois,170848,1,1,1GRAA062*BB******,2021-09-08 14:53:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2011,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
17,Illinois,170853,1,1,5WSABB23*KN******,2021-09-08 14:53:13,0,6,TRAILER,10142,WALKER STAINLESS EQUIPMENT CO,1092,BULK TANK INTERNATIONAL,22683,NON-DOT/TC Spec (3A/FOODGRADE/WATER/FERTILIZER/SEPTIC/DRY BULK/ETC.),2019,,,6,UNITED STATES (USA),WISCONSIN,NEW LISBON,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,,Length of Trailer: 40-50 feet,2,,
17,Illinois,170863,1,1,5MADA343*FC******,2021-09-08 14:53:13,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2015,,,6,UNITED STATES (USA),OHIO,ALLIANCE,,Commerce Street,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,34.000,Aluminum Frame,3,,
17,Illinois,170877,2,1,4WW4392A*F7******,2021-09-08 14:53:13,0,6,TRAILER,11681,WILSON TRAILER CO.,3855,WILSON TRAILER CO.,,,2015,,,6,UNITED STATES (USA),SOUTH DAKOTA,LENNOX,,Type of suspension: Air Ride,,,,,,,33,Grain Trailer,,,39.000,,2,,
17,Illinois,170877,3,1,4WW4412A*E7******,2021-09-08 14:53:13,0,6,TRAILER,11681,WILSON TRAILER CO.,3855,WILSON TRAILER CO.,,,2014,,,6,UNITED STATES (USA),SOUTH DAKOTA,LENNOX,,Type of suspension: Air Ride,,,,,,,33,Grain Trailer,,,41.000,,2,,
17,Illinois,170879,2,1,1E1F9U28*FR******,2021-09-08 14:53:14,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2015,,,,,OHIO,RANDOLPH,,,,,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,40.000,Frameless Trailer,2,,
