"","CBSA","CBSA_Name","CBSA_POP","CBSA_EMP","CBSA_WRK","TotPop","AutoOwn0","AutoOwn1","AutoOwn2p","NatWalkInd","TotEmp","E5_Ret","E5_Off","E5_Ind","E5_Svc","E5_Ent","E_LowWageWk","E_MedWageWk","E_HiWageWk","City","State"
"3382",36420,"Oklahoma City, OK",1369759,595050,565695,492,18,127,92,15.16666667,477,201,8,31,170,67,158,229,90,"Oklahoma City","OK"
"3383",36420,"Oklahoma City, OK",1369759,595050,565695,1119,30,177,243,16,186,39,0,43,97,7,53,87,46,"Oklahoma City","OK"
"3384",36420,"Oklahoma City, OK",1369759,595050,565695,1082,32,165,290,14.66666667,545,404,47,13,39,42,283,193,69,"Oklahoma City","OK"
"3385",36420,"Oklahoma City, OK",1369759,595050,565695,1162,31,175,224,17.33333333,947,142,71,174,453,107,196,355,396,"Oklahoma City","OK"
"3386",36420,"Oklahoma City, OK",1369759,595050,565695,1097,21,264,202,13.66666667,21,2,2,2,13,2,5,5,11,"Oklahoma City","OK"
"3387",36420,"Oklahoma City, OK",1369759,595050,565695,716,4,60,203,15.66666667,352,140,19,31,90,72,102,146,104,"Oklahoma City","OK"
"3388",36420,"Oklahoma City, OK",1369759,595050,565695,648,0,131,193,16.33333333,6791,2649,1030,986,1044,1082,2296,2573,1922,"Oklahoma City","OK"
"3389",36420,"Oklahoma City, OK",1369759,595050,565695,876,15,218,206,15,777,130,184,25,216,222,288,245,244,"Oklahoma City","OK"
"3390",36420,"Oklahoma City, OK",1369759,595050,565695,1038,6,149,255,5.166666667,540,0,11,52,409,68,96,211,233,"Oklahoma City","OK"
"3391",36420,"Oklahoma City, OK",1369759,595050,565695,456,26,93,70,14.83333333,99,19,1,1,78,0,15,46,38,"Oklahoma City","OK"
"3392",36420,"Oklahoma City, OK",1369759,595050,565695,430,24,70,58,11.66666667,41,0,0,41,0,0,9,12,20,"Oklahoma City","OK"
"3393",36420,"Oklahoma City, OK",1369759,595050,565695,449,20,83,90,14,241,110,0,19,112,0,78,130,33,"Oklahoma City","OK"
"3394",36420,"Oklahoma City, OK",1369759,595050,565695,786,110,162,97,12.66666667,133,0,0,128,5,0,3,31,99,"Oklahoma City","OK"
"3395",36420,"Oklahoma City, OK",1369759,595050,565695,242,0,50,70,16.83333333,1220,11,363,19,782,45,140,452,628,"Oklahoma City","OK"
"3396",36420,"Oklahoma City, OK",1369759,595050,565695,34,5,18,0,12.16666667,86,0,0,0,6,80,25,42,19,"Oklahoma City","OK"
"3397",36420,"Oklahoma City, OK",1369759,595050,565695,3787,66,290,152,18,1509,27,79,123,1084,196,305,559,645,"Oklahoma City","OK"
"3398",36420,"Oklahoma City, OK",1369759,595050,565695,1295,35,145,141,14.5,160,11,25,1,98,25,108,31,21,"Oklahoma City","OK"
"3399",36420,"Oklahoma City, OK",1369759,595050,565695,1313,21,148,174,14.5,107,18,25,5,35,24,26,70,11,"Oklahoma City","OK"
"3400",36420,"Oklahoma City, OK",1369759,595050,565695,822,8,200,218,9.833333333,4645,52,1243,2635,616,99,299,979,3367,"Oklahoma City","OK"
"3401",36420,"Oklahoma City, OK",1369759,595050,565695,1975,24,164,524,5.166666667,90,25,5,37,23,0,31,39,20,"Oklahoma City","OK"
"3402",36420,"Oklahoma City, OK",1369759,595050,565695,642,0,45,126,9.333333333,904,651,3,57,96,97,458,338,108,"Oklahoma City","OK"
"3403",36420,"Oklahoma City, OK",1369759,595050,565695,880,17,155,256,12.16666667,571,26,67,41,376,61,149,238,184,"Oklahoma City","OK"
"3404",36420,"Oklahoma City, OK",1369759,595050,565695,234,34,18,18,8.5,3884,6,2047,384,328,1119,680,1614,1590,"Oklahoma City","OK"
"3405",36420,"Oklahoma City, OK",1369759,595050,565695,2033,0,88,600,7.833333333,263,9,19,32,203,0,64,134,65,"Oklahoma City","OK"
"3406",36420,"Oklahoma City, OK",1369759,595050,565695,1546,9,143,446,5.166666667,1055,0,12,72,971,0,248,543,264,"Oklahoma City","OK"
"3407",36420,"Oklahoma City, OK",1369759,595050,565695,945,56,122,120,10.33333333,7,6,0,0,1,0,1,2,4,"Oklahoma City","OK"
"3408",36420,"Oklahoma City, OK",1369759,595050,565695,460,8,46,125,10.16666667,285,0,8,0,23,254,95,144,46,"Oklahoma City","OK"
"3409",36420,"Oklahoma City, OK",1369759,595050,565695,1248,28,160,238,11.66666667,1093,385,30,6,531,141,293,641,159,"Oklahoma City","OK"
"3410",36420,"Oklahoma City, OK",1369759,595050,565695,3401,0,223,966,5,239,10,9,128,21,71,40,96,103,"Oklahoma City","OK"
"3411",36420,"Oklahoma City, OK",1369759,595050,565695,1450,93,476,343,6,318,5,171,5,89,48,70,96,152,"Oklahoma City","OK"
"3412",36420,"Oklahoma City, OK",1369759,595050,565695,1483,10,387,357,13.33333333,10802,138,2218,4638,3536,272,1313,3693,5796,"Oklahoma City","OK"
"3413",36420,"Oklahoma City, OK",1369759,595050,565695,1205,31,272,186,12.66666667,24,8,2,2,12,0,7,13,4,"Oklahoma City","OK"
"3414",36420,"Oklahoma City, OK",1369759,595050,565695,327,42,88,39,11.33333333,5,0,0,0,5,0,5,0,0,"Oklahoma City","OK"
"3415",36420,"Oklahoma City, OK",1369759,595050,565695,1013,28,293,157,12.16666667,469,0,3,0,466,0,96,154,219,"Oklahoma City","OK"
"3416",36420,"Oklahoma City, OK",1369759,595050,565695,1070,54,206,151,14.16666667,631,102,54,273,189,13,167,248,216,"Oklahoma City","OK"
"3417",36420,"Oklahoma City, OK",1369759,595050,565695,1975,15,452,238,6.833333333,453,13,42,226,172,0,55,195,203,"Oklahoma City","OK"
"3418",36420,"Oklahoma City, OK",1369759,595050,565695,606,65,200,83,14.66666667,647,20,113,71,431,12,70,254,323,"Oklahoma City","OK"
"3419",36420,"Oklahoma City, OK",1369759,595050,565695,670,19,134,137,12.5,166,8,40,94,13,11,30,62,74,"Oklahoma City","OK"
"3420",36420,"Oklahoma City, OK",1369759,595050,565695,621,10,268,90,6.5,78,2,46,0,30,0,21,48,9,"Oklahoma City","OK"
"3421",36420,"Oklahoma City, OK",1369759,595050,565695,1006,21,137,218,15,70,17,5,0,19,29,36,29,5,"Oklahoma City","OK"
"3422",36420,"Oklahoma City, OK",1369759,595050,565695,1566,61,145,436,11.83333333,44,0,4,17,23,0,15,20,9,"Oklahoma City","OK"
"3423",36420,"Oklahoma City, OK",1369759,595050,565695,1264,129,300,274,7.333333333,32,3,15,3,11,0,12,15,5,"Oklahoma City","OK"
"3424",36420,"Oklahoma City, OK",1369759,595050,565695,871,37,113,195,13.5,126,61,7,5,17,36,68,46,12,"Oklahoma City","OK"
"3425",36420,"Oklahoma City, OK",1369759,595050,565695,621,8,41,43,8.5,928,13,0,9,861,45,319,301,308,"Oklahoma City","OK"
"3426",36420,"Oklahoma City, OK",1369759,595050,565695,403,23,70,64,5.833333333,8,0,0,4,4,0,3,2,3,"Oklahoma City","OK"
"3427",36420,"Oklahoma City, OK",1369759,595050,565695,764,33,128,118,11.16666667,267,69,102,25,56,15,51,102,114,"Oklahoma City","OK"
"3428",36420,"Oklahoma City, OK",1369759,595050,565695,219,7,36,66,8,48,0,4,2,30,12,21,25,2,"Oklahoma City","OK"
"3429",36420,"Oklahoma City, OK",1369759,595050,565695,334,121,30,80,9.5,1004,10,91,25,768,110,273,391,340,"Oklahoma City","OK"
"3430",36420,"Oklahoma City, OK",1369759,595050,565695,616,0,98,144,6,93,4,7,39,41,2,33,29,31,"Oklahoma City","OK"
"3431",36420,"Oklahoma City, OK",1369759,595050,565695,852,15,111,192,9.833333333,257,0,58,8,111,80,97,89,71,"Oklahoma City","OK"
"3432",36420,"Oklahoma City, OK",1369759,595050,565695,611,54,108,49,13.66666667,31,12,0,12,7,0,8,22,1,"Oklahoma City","OK"
"3433",36420,"Oklahoma City, OK",1369759,595050,565695,750,38,65,136,12.83333333,6114,41,33,260,5772,8,1157,2664,2293,"Oklahoma City","OK"
"3434",36420,"Oklahoma City, OK",1369759,595050,565695,337,4,17,84,13.33333333,1128,109,79,894,46,0,78,464,586,"Oklahoma City","OK"
"3435",36420,"Oklahoma City, OK",1369759,595050,565695,298,0,27,28,13.5,1128,98,23,820,141,46,205,453,470,"Oklahoma City","OK"
"3436",36420,"Oklahoma City, OK",1369759,595050,565695,204,9,92,42,18.83333333,17677,101,8103,5015,3337,1121,2148,3842,11687,"Oklahoma City","OK"
"3437",36420,"Oklahoma City, OK",1369759,595050,565695,629,0,0,9,16.16666667,718,31,58,354,140,135,154,339,225,"Oklahoma City","OK"
"3438",36420,"Oklahoma City, OK",1369759,595050,565695,1769,46,250,324,12.16666667,1664,91,20,593,888,72,357,766,541,"Oklahoma City","OK"
"3439",36420,"Oklahoma City, OK",1369759,595050,565695,530,10,0,132,12.16666667,1937,164,9,1163,311,290,505,581,851,"Oklahoma City","OK"
"3440",36420,"Oklahoma City, OK",1369759,595050,565695,331,10,27,29,9.166666667,3079,32,73,2712,127,135,196,1017,1866,"Oklahoma City","OK"
"3441",36420,"Oklahoma City, OK",1369759,595050,565695,618,31,67,105,12.66666667,225,6,11,160,37,11,34,86,105,"Oklahoma City","OK"
"3442",36420,"Oklahoma City, OK",1369759,595050,565695,834,45,102,164,12,143,91,25,17,7,3,36,66,41,"Oklahoma City","OK"
"3443",36420,"Oklahoma City, OK",1369759,595050,565695,1019,41,89,238,12.83333333,361,21,58,214,68,0,50,148,163,"Oklahoma City","OK"
"3444",36420,"Oklahoma City, OK",1369759,595050,565695,786,12,27,266,8.666666667,150,0,96,7,47,0,78,46,26,"Oklahoma City","OK"
"3445",36420,"Oklahoma City, OK",1369759,595050,565695,626,0,51,169,16.16666667,232,32,34,32,107,27,67,58,107,"Oklahoma City","OK"
"3446",36420,"Oklahoma City, OK",1369759,595050,565695,635,5,130,201,17.16666667,476,98,97,23,96,162,197,157,122,"Oklahoma City","OK"
"3447",36420,"Oklahoma City, OK",1369759,595050,565695,704,0,125,250,9,428,45,20,28,120,215,189,170,69,"Oklahoma City","OK"
"3448",36420,"Oklahoma City, OK",1369759,595050,565695,998,8,132,337,15.33333333,382,140,14,11,70,147,148,178,56,"Oklahoma City","OK"
"3449",36420,"Oklahoma City, OK",1369759,595050,565695,1036,0,183,328,7.833333333,210,121,16,3,68,2,55,135,20,"Oklahoma City","OK"
"3450",36420,"Oklahoma City, OK",1369759,595050,565695,990,7,113,197,14.66666667,192,6,7,13,139,27,69,112,11,"Oklahoma City","OK"
"3451",36420,"Oklahoma City, OK",1369759,595050,565695,495,4,56,100,7.666666667,15,3,0,10,2,0,2,6,7,"Oklahoma City","OK"
"3452",36420,"Oklahoma City, OK",1369759,595050,565695,1391,14,166,330,5.833333333,111,59,14,17,2,19,65,32,14,"Oklahoma City","OK"
"3453",36420,"Oklahoma City, OK",1369759,595050,565695,1536,48,131,389,6,131,0,13,9,94,15,33,68,30,"Oklahoma City","OK"
"3454",36420,"Oklahoma City, OK",1369759,595050,565695,1496,25,175,401,16.5,380,123,31,3,113,110,156,167,57,"Oklahoma City","OK"
"3455",36420,"Oklahoma City, OK",1369759,595050,565695,1975,0,226,469,9.333333333,14,0,5,0,9,0,2,6,6,"Oklahoma City","OK"
"3456",36420,"Oklahoma City, OK",1369759,595050,565695,1906,76,382,369,10.33333333,96,5,34,3,53,1,21,49,26,"Oklahoma City","OK"
"3457",36420,"Oklahoma City, OK",1369759,595050,565695,2006,0,282,546,5.666666667,66,0,12,5,49,0,20,25,21,"Oklahoma City","OK"
"3458",36420,"Oklahoma City, OK",1369759,595050,565695,1215,0,212,282,5.166666667,18,0,5,2,11,0,5,3,10,"Oklahoma City","OK"
"3459",36420,"Oklahoma City, OK",1369759,595050,565695,712,0,45,241,5.333333333,94,0,3,24,23,44,32,51,11,"Oklahoma City","OK"
"3460",36420,"Oklahoma City, OK",1369759,595050,565695,1427,0,93,437,1.833333333,10,0,0,5,5,0,2,4,4,"Oklahoma City","OK"
"3461",36420,"Oklahoma City, OK",1369759,595050,565695,1774,0,123,488,5.333333333,96,0,0,74,21,1,13,38,45,"Oklahoma City","OK"
"3462",36420,"Oklahoma City, OK",1369759,595050,565695,845,84,195,204,7.666666667,91,1,15,3,33,39,39,43,9,"Oklahoma City","OK"
"3463",36420,"Oklahoma City, OK",1369759,595050,565695,1639,147,186,283,14,37,0,25,0,12,0,16,15,6,"Oklahoma City","OK"
"3464",36420,"Oklahoma City, OK",1369759,595050,565695,1427,13,147,374,5,105,24,0,66,15,0,15,62,28,"Oklahoma City","OK"
"3465",36420,"Oklahoma City, OK",1369759,595050,565695,943,0,34,269,5.833333333,99,4,18,7,70,0,27,39,33,"Oklahoma City","OK"
"3466",36420,"Oklahoma City, OK",1369759,595050,565695,1985,38,228,540,7.333333333,205,47,100,10,13,35,73,74,58,"Oklahoma City","OK"
"3467",36420,"Oklahoma City, OK",1369759,595050,565695,622,4,103,158,6.833333333,37,0,5,2,27,3,15,10,12,"Oklahoma City","OK"
"3468",36420,"Oklahoma City, OK",1369759,595050,565695,427,13,45,82,3,0,0,0,0,0,0,0,0,0,"Oklahoma City","OK"
"3469",36420,"Oklahoma City, OK",1369759,595050,565695,840,8,109,219,3.333333333,14,0,0,5,9,0,2,2,10,"Oklahoma City","OK"
"3470",36420,"Oklahoma City, OK",1369759,595050,565695,2436,38,191,565,8.333333333,2423,169,492,687,625,450,340,1025,1058,"Oklahoma City","OK"
"3471",36420,"Oklahoma City, OK",1369759,595050,565695,1001,0,13,237,3.666666667,238,1,12,201,20,4,29,62,147,"Oklahoma City","OK"
"3472",36420,"Oklahoma City, OK",1369759,595050,565695,1024,21,226,192,7.5,1071,18,0,15,1004,34,255,208,608,"Oklahoma City","OK"
"3473",36420,"Oklahoma City, OK",1369759,595050,565695,994,9,174,187,7,13,0,0,1,12,0,2,7,4,"Oklahoma City","OK"
"3474",36420,"Oklahoma City, OK",1369759,595050,565695,1485,0,78,399,3.666666667,1085,1,38,907,137,2,99,256,730,"Oklahoma City","OK"
"3475",36420,"Oklahoma City, OK",1369759,595050,565695,1742,49,174,444,8.166666667,611,214,102,194,50,51,160,325,126,"Oklahoma City","OK"
"3476",36420,"Oklahoma City, OK",1369759,595050,565695,888,18,66,219,8.5,588,2,269,6,307,4,59,313,216,"Oklahoma City","OK"
"3477",36420,"Oklahoma City, OK",1369759,595050,565695,1152,9,136,251,4.833333333,354,30,4,256,62,2,38,146,170,"Oklahoma City","OK"
"3478",36420,"Oklahoma City, OK",1369759,595050,565695,1324,7,203,375,7.333333333,785,119,5,1,660,0,144,358,283,"Oklahoma City","OK"
"3479",36420,"Oklahoma City, OK",1369759,595050,565695,3092,0,206,858,4.5,144,9,6,88,41,0,23,55,66,"Oklahoma City","OK"
"3480",36420,"Oklahoma City, OK",1369759,595050,565695,1012,79,352,151,11.5,942,13,199,194,536,0,58,169,715,"Oklahoma City","OK"
"3481",36420,"Oklahoma City, OK",1369759,595050,565695,1246,0,192,251,12.33333333,213,1,2,21,144,45,62,107,44,"Oklahoma City","OK"
"3482",36420,"Oklahoma City, OK",1369759,595050,565695,1186,30,269,133,15.33333333,80,18,4,0,47,11,39,28,13,"Oklahoma City","OK"
"3483",36420,"Oklahoma City, OK",1369759,595050,565695,767,11,136,196,13.33333333,10,6,2,1,1,0,8,2,0,"Oklahoma City","OK"
"3484",36420,"Oklahoma City, OK",1369759,595050,565695,718,0,89,240,10.33333333,42,23,2,13,4,0,10,19,13,"Oklahoma City","OK"
"3485",36420,"Oklahoma City, OK",1369759,595050,565695,819,0,142,180,11.83333333,109,59,21,13,16,0,44,49,16,"Oklahoma City","OK"
"3486",36420,"Oklahoma City, OK",1369759,595050,565695,891,0,226,266,18,900,194,411,18,149,128,206,370,324,"Oklahoma City","OK"
"3487",36420,"Oklahoma City, OK",1369759,595050,565695,263,45,81,6,13.16666667,30,0,24,0,1,5,6,16,8,"Oklahoma City","OK"
"3488",36420,"Oklahoma City, OK",1369759,595050,565695,697,32,49,154,11.5,736,24,20,15,668,9,219,277,240,"Oklahoma City","OK"
"3489",36420,"Oklahoma City, OK",1369759,595050,565695,848,68,117,210,14.16666667,26,0,4,3,10,9,11,11,4,"Oklahoma City","OK"
"3490",36420,"Oklahoma City, OK",1369759,595050,565695,394,27,96,94,18.33333333,4092,368,1832,1093,697,102,524,1806,1762,"Oklahoma City","OK"
"3491",36420,"Oklahoma City, OK",1369759,595050,565695,809,9,197,201,7.5,26,1,1,0,16,8,9,10,7,"Oklahoma City","OK"
"3492",36420,"Oklahoma City, OK",1369759,595050,565695,536,23,71,114,12,11,4,1,0,6,0,4,6,1,"Oklahoma City","OK"
"3493",36420,"Oklahoma City, OK",1369759,595050,565695,1032,0,135,217,17.33333333,243,10,9,3,153,68,98,86,59,"Oklahoma City","OK"
"3494",36420,"Oklahoma City, OK",1369759,595050,565695,812,17,133,172,15.16666667,160,55,2,38,58,7,51,80,29,"Oklahoma City","OK"
"3495",36420,"Oklahoma City, OK",1369759,595050,565695,538,14,41,50,15,1116,98,8,12,910,88,285,401,430,"Oklahoma City","OK"
"3496",36420,"Oklahoma City, OK",1369759,595050,565695,325,0,55,62,11.83333333,12,0,0,1,11,0,10,1,1,"Oklahoma City","OK"
"3497",36420,"Oklahoma City, OK",1369759,595050,565695,869,58,317,162,15.5,439,40,10,16,71,302,196,186,57,"Oklahoma City","OK"
"3498",36420,"Oklahoma City, OK",1369759,595050,565695,1832,25,363,417,3.833333333,135,5,0,88,40,2,28,63,44,"Oklahoma City","OK"
"3499",36420,"Oklahoma City, OK",1369759,595050,565695,3977,15,399,1122,6.166666667,92,3,17,27,44,1,23,38,31,"Oklahoma City","OK"
"3500",36420,"Oklahoma City, OK",1369759,595050,565695,1603,24,48,498,4.5,150,12,4,32,102,0,36,58,56,"Oklahoma City","OK"
"3501",36420,"Oklahoma City, OK",1369759,595050,565695,2860,0,55,94,4.333333333,28,8,7,4,9,0,6,10,12,"Oklahoma City","OK"
"3502",36420,"Oklahoma City, OK",1369759,595050,565695,759,0,49,128,6.666666667,1171,474,36,2,69,590,563,509,99,"Oklahoma City","OK"
"3503",36420,"Oklahoma City, OK",1369759,595050,565695,595,0,107,211,6.833333333,18,0,1,0,17,0,8,6,4,"Oklahoma City","OK"
"3504",36420,"Oklahoma City, OK",1369759,595050,565695,4090,38,310,1067,6.666666667,729,45,33,199,435,17,211,214,304,"Oklahoma City","OK"
"3505",36420,"Oklahoma City, OK",1369759,595050,565695,2072,42,211,522,6.166666667,135,0,0,93,37,5,26,41,68,"Oklahoma City","OK"
"3506",36420,"Oklahoma City, OK",1369759,595050,565695,423,0,0,149,8.333333333,10,0,0,3,7,0,5,2,3,"Oklahoma City","OK"
"3507",36420,"Oklahoma City, OK",1369759,595050,565695,995,3,104,255,6.333333333,868,125,46,509,46,142,176,266,426,"Oklahoma City","OK"
"3508",36420,"Oklahoma City, OK",1369759,595050,565695,237,10,83,39,12.66666667,1423,92,640,224,218,249,275,418,730,"Oklahoma City","OK"
"3509",36420,"Oklahoma City, OK",1369759,595050,565695,397,142,21,47,16.83333333,164,37,13,3,96,15,59,80,25,"Oklahoma City","OK"
"3510",36420,"Oklahoma City, OK",1369759,595050,565695,761,20,127,140,14.83333333,282,93,22,59,83,25,50,114,118,"Oklahoma City","OK"
"3511",36420,"Oklahoma City, OK",1369759,595050,565695,914,63,52,171,9.166666667,40,25,0,7,8,0,2,15,23,"Oklahoma City","OK"
"3512",36420,"Oklahoma City, OK",1369759,595050,565695,1036,26,485,153,13.33333333,795,175,81,23,424,92,152,359,284,"Oklahoma City","OK"
"3513",36420,"Oklahoma City, OK",1369759,595050,565695,532,8,64,127,6.666666667,59,1,0,0,16,42,43,16,0,"Oklahoma City","OK"
"3514",36420,"Oklahoma City, OK",1369759,595050,565695,737,0,57,160,14.16666667,134,57,0,25,25,27,48,62,24,"Oklahoma City","OK"
"3515",36420,"Oklahoma City, OK",1369759,595050,565695,777,0,34,143,12.16666667,48,12,4,3,29,0,23,23,2,"Oklahoma City","OK"
"3516",36420,"Oklahoma City, OK",1369759,595050,565695,1292,29,151,270,10.66666667,5,0,5,0,0,0,1,4,0,"Oklahoma City","OK"
"3517",36420,"Oklahoma City, OK",1369759,595050,565695,5502,52,343,1452,5.833333333,215,1,34,96,63,21,59,76,80,"Oklahoma City","OK"
"3518",36420,"Oklahoma City, OK",1369759,595050,565695,4316,12,93,1012,6.333333333,216,25,25,96,67,3,39,83,94,"Oklahoma City","OK"
"3519",36420,"Oklahoma City, OK",1369759,595050,565695,634,16,140,57,10.33333333,26,0,0,2,9,15,16,8,2,"Oklahoma City","OK"
"3520",36420,"Oklahoma City, OK",1369759,595050,565695,1957,19,150,417,11.16666667,291,111,34,34,112,0,90,135,66,"Oklahoma City","OK"
"3521",36420,"Oklahoma City, OK",1369759,595050,565695,1652,9,113,447,8.5,1203,514,53,114,274,248,392,577,234,"Oklahoma City","OK"
"3522",36420,"Oklahoma City, OK",1369759,595050,565695,1956,22,122,606,7,680,466,7,35,62,110,213,380,87,"Oklahoma City","OK"
"3523",36420,"Oklahoma City, OK",1369759,595050,565695,972,5,121,274,7.5,188,44,4,62,37,41,67,64,57,"Oklahoma City","OK"
"3524",36420,"Oklahoma City, OK",1369759,595050,565695,2526,22,234,576,8.666666667,367,105,0,83,124,55,89,166,112,"Oklahoma City","OK"
"3525",36420,"Oklahoma City, OK",1369759,595050,565695,1491,0,30,394,4.666666667,293,1,5,215,72,0,44,87,162,"Oklahoma City","OK"
"3526",36420,"Oklahoma City, OK",1369759,595050,565695,4416,22,625,974,6.666666667,636,38,43,64,396,95,212,251,173,"Oklahoma City","OK"
"3527",36420,"Oklahoma City, OK",1369759,595050,565695,2366,45,421,441,6.833333333,222,11,1,10,200,0,51,113,58,"Oklahoma City","OK"
"3528",36420,"Oklahoma City, OK",1369759,595050,565695,2770,22,337,746,10.16666667,620,36,243,24,125,192,313,160,147,"Oklahoma City","OK"
"3529",36420,"Oklahoma City, OK",1369759,595050,565695,2448,28,156,591,6.666666667,214,11,5,99,96,3,45,84,85,"Oklahoma City","OK"
"3530",36420,"Oklahoma City, OK",1369759,595050,565695,1569,7,38,384,3.666666667,17,0,2,2,13,0,7,6,4,"Oklahoma City","OK"
"3531",36420,"Oklahoma City, OK",1369759,595050,565695,1255,142,324,120,15,473,41,209,21,130,72,139,198,136,"Oklahoma City","OK"
"3532",36420,"Oklahoma City, OK",1369759,595050,565695,1158,2,78,312,9,1843,37,68,16,1568,154,408,531,904,"Oklahoma City","OK"
"3533",36420,"Oklahoma City, OK",1369759,595050,565695,1279,7,63,290,5,97,1,0,9,87,0,33,48,16,"Oklahoma City","OK"
"3534",36420,"Oklahoma City, OK",1369759,595050,565695,2388,32,188,580,8.833333333,324,32,14,40,210,28,100,160,64,"Oklahoma City","OK"
"3535",36420,"Oklahoma City, OK",1369759,595050,565695,279,14,13,19,15,1031,84,417,0,529,1,162,569,300,"Oklahoma City","OK"
"3536",36420,"Oklahoma City, OK",1369759,595050,565695,1188,7,308,262,8.5,500,3,58,72,303,64,116,189,195,"Oklahoma City","OK"
"3537",36420,"Oklahoma City, OK",1369759,595050,565695,934,0,174,258,15,159,10,8,43,35,63,55,72,32,"Oklahoma City","OK"
"3538",36420,"Oklahoma City, OK",1369759,595050,565695,932,0,99,225,12.83333333,374,25,6,1,90,252,238,103,33,"Oklahoma City","OK"
"3539",36420,"Oklahoma City, OK",1369759,595050,565695,2094,28,461,424,13.66666667,16,0,9,2,5,0,2,6,8,"Oklahoma City","OK"
"3540",36420,"Oklahoma City, OK",1369759,595050,565695,881,10,258,157,5,456,448,3,0,5,0,84,177,195,"Oklahoma City","OK"
"3541",36420,"Oklahoma City, OK",1369759,595050,565695,1142,8,42,320,3.166666667,33,1,2,22,8,0,11,12,10,"Oklahoma City","OK"
"3542",36420,"Oklahoma City, OK",1369759,595050,565695,1547,0,41,466,4.5,88,12,0,47,29,0,32,30,26,"Oklahoma City","OK"
"3543",36420,"Oklahoma City, OK",1369759,595050,565695,849,20,111,155,14,68,19,2,3,12,32,26,28,14,"Oklahoma City","OK"
"3544",36420,"Oklahoma City, OK",1369759,595050,565695,939,38,130,168,17.66666667,601,86,84,19,292,120,172,254,175,"Oklahoma City","OK"
"3545",36420,"Oklahoma City, OK",1369759,595050,565695,487,7,101,78,17.16666667,162,77,8,58,15,4,32,98,32,"Oklahoma City","OK"
"3546",36420,"Oklahoma City, OK",1369759,595050,565695,566,34,53,116,14.83333333,328,251,26,1,20,30,115,156,57,"Oklahoma City","OK"
"3547",36420,"Oklahoma City, OK",1369759,595050,565695,2042,12,136,592,2.833333333,70,0,5,47,18,0,13,23,34,"Oklahoma City","OK"
"3548",36420,"Oklahoma City, OK",1369759,595050,565695,1427,37,181,335,8.666666667,2006,34,750,20,336,866,579,774,653,"Oklahoma City","OK"
"3549",36420,"Oklahoma City, OK",1369759,595050,565695,760,0,124,95,17,138,26,42,22,9,39,50,58,30,"Oklahoma City","OK"
"3550",36420,"Oklahoma City, OK",1369759,595050,565695,1438,37,359,97,10.83333333,60,10,39,10,1,0,17,39,4,"Oklahoma City","OK"
"3551",36420,"Oklahoma City, OK",1369759,595050,565695,1698,16,179,455,14.16666667,3087,1395,255,272,761,404,888,1254,945,"Oklahoma City","OK"
"3552",36420,"Oklahoma City, OK",1369759,595050,565695,769,0,141,213,13.66666667,75,6,5,3,39,22,27,31,17,"Oklahoma City","OK"
"3553",36420,"Oklahoma City, OK",1369759,595050,565695,518,0,82,136,12.66666667,87,0,17,11,9,50,41,28,18,"Oklahoma City","OK"
"3554",36420,"Oklahoma City, OK",1369759,595050,565695,615,15,106,110,13.83333333,1182,34,159,66,771,152,499,426,257,"Oklahoma City","OK"
"3555",36420,"Oklahoma City, OK",1369759,595050,565695,2039,63,368,469,15.83333333,489,54,115,51,204,65,134,222,133,"Oklahoma City","OK"
"3556",36420,"Oklahoma City, OK",1369759,595050,565695,943,6,76,281,4.833333333,66,0,1,29,36,0,20,29,17,"Oklahoma City","OK"
"3557",36420,"Oklahoma City, OK",1369759,595050,565695,541,9,100,103,16.66666667,163,15,52,4,82,10,49,75,39,"Oklahoma City","OK"
"3558",36420,"Oklahoma City, OK",1369759,595050,565695,1075,0,211,191,7.166666667,40,9,0,14,5,12,11,18,11,"Oklahoma City","OK"
"3559",36420,"Oklahoma City, OK",1369759,595050,565695,802,48,223,81,10.33333333,293,64,22,78,43,86,84,119,90,"Oklahoma City","OK"
"3560",36420,"Oklahoma City, OK",1369759,595050,565695,926,55,192,134,15,865,141,21,1,281,421,322,363,180,"Oklahoma City","OK"
"3561",36420,"Oklahoma City, OK",1369759,595050,565695,983,27,200,167,10.83333333,569,122,147,22,193,85,172,206,191,"Oklahoma City","OK"
"3562",36420,"Oklahoma City, OK",1369759,595050,565695,858,29,196,139,11.5,5,0,2,2,1,0,3,2,0,"Oklahoma City","OK"
"3563",36420,"Oklahoma City, OK",1369759,595050,565695,717,0,148,101,11.33333333,15,0,4,0,0,11,5,7,3,"Oklahoma City","OK"
"3564",36420,"Oklahoma City, OK",1369759,595050,565695,1073,30,220,224,9.333333333,14903,1887,1525,6418,3297,1776,3422,5696,5785,"Oklahoma City","OK"
"3565",36420,"Oklahoma City, OK",1369759,595050,565695,1264,0,90,370,1.666666667,9,0,0,7,2,0,0,9,0,"Oklahoma City","OK"
"3566",36420,"Oklahoma City, OK",1369759,595050,565695,650,0,92,99,5.666666667,0,0,0,0,0,0,0,0,0,"Oklahoma City","OK"
"3567",36420,"Oklahoma City, OK",1369759,595050,565695,1158,15,140,242,3.833333333,80,2,0,39,39,0,48,23,9,"Oklahoma City","OK"
