"","CBSA","CBSA_Name","CBSA_POP","CBSA_EMP","CBSA_WRK","TotPop","AutoOwn0","AutoOwn1","AutoOwn2p","NatWalkInd","TotEmp","E5_Ret","E5_Off","E5_Ind","E5_Svc","E5_Ent","E_LowWageWk","E_MedWageWk","E_HiWageWk","City","State"
"1",40060,"Richmond, VA",1258398,644437,606810,2442,29,139,571,4.5,128,14,0,13,101,0,31,39,58,"Richmond","VA"
"2",40060,"Richmond, VA",1258398,644437,606810,661,0,88,141,5.833333333,397,17,9,20,332,19,117,100,180,"Richmond","VA"
"3",40060,"Richmond, VA",1258398,644437,606810,3937,0,284,953,8.5,1229,93,332,159,606,39,346,350,533,"Richmond","VA"
"4",40060,"Richmond, VA",1258398,644437,606810,1738,156,393,279,12.33333333,340,11,40,11,255,23,132,125,83,"Richmond","VA"
"5",40060,"Richmond, VA",1258398,644437,606810,1551,19,139,364,13,357,32,109,22,194,0,86,115,156,"Richmond","VA"
"6",40060,"Richmond, VA",1258398,644437,606810,2882,41,333,651,10.66666667,202,34,15,38,60,55,84,89,29,"Richmond","VA"
"7",40060,"Richmond, VA",1258398,644437,606810,1109,28,134,330,12.66666667,449,70,27,194,75,83,133,203,113,"Richmond","VA"
"8",40060,"Richmond, VA",1258398,644437,606810,1134,0,148,251,3.5,24,0,0,21,3,0,3,18,3,"Richmond","VA"
"9",40060,"Richmond, VA",1258398,644437,606810,1938,0,118,473,6.166666667,5621,593,239,3667,1085,37,922,1736,2963,"Richmond","VA"
"10",40060,"Richmond, VA",1258398,644437,606810,4761,37,272,1247,6.666666667,49,14,2,7,26,0,25,12,12,"Richmond","VA"
"11",40060,"Richmond, VA",1258398,644437,606810,1274,41,196,313,5.166666667,48,0,1,18,29,0,22,14,12,"Richmond","VA"
"12",40060,"Richmond, VA",1258398,644437,606810,627,27,106,125,7.166666667,7,0,2,0,5,0,2,5,0,"Richmond","VA"
"13",40060,"Richmond, VA",1258398,644437,606810,1137,26,343,248,9.333333333,386,131,53,2,185,15,182,146,58,"Richmond","VA"
"14",40060,"Richmond, VA",1258398,644437,606810,658,0,50,275,6.5,48,9,4,2,7,26,25,13,10,"Richmond","VA"
"15",40060,"Richmond, VA",1258398,644437,606810,1645,46,246,257,6.5,3439,172,65,561,2451,190,670,1109,1660,"Richmond","VA"
"16",40060,"Richmond, VA",1258398,644437,606810,951,7,125,252,6,203,4,47,27,125,0,48,87,68,"Richmond","VA"
"17",40060,"Richmond, VA",1258398,644437,606810,1039,34,167,212,7.666666667,365,60,12,137,112,44,86,140,139,"Richmond","VA"
"18",40060,"Richmond, VA",1258398,644437,606810,518,62,87,117,7.333333333,251,38,0,94,75,44,70,89,92,"Richmond","VA"
"19",40060,"Richmond, VA",1258398,644437,606810,618,43,112,146,5.333333333,253,81,14,135,12,11,76,111,66,"Richmond","VA"
"20",40060,"Richmond, VA",1258398,644437,606810,525,2,6,251,6.833333333,456,34,3,99,175,145,215,165,76,"Richmond","VA"
"21",40060,"Richmond, VA",1258398,644437,606810,1038,53,186,252,6.5,437,54,2,53,242,86,134,200,103,"Richmond","VA"
"22",40060,"Richmond, VA",1258398,644437,606810,812,20,33,278,2.166666667,37,30,0,7,0,0,18,14,5,"Richmond","VA"
"23",40060,"Richmond, VA",1258398,644437,606810,1672,0,37,539,3,94,0,0,68,26,0,19,33,42,"Richmond","VA"
"24",40060,"Richmond, VA",1258398,644437,606810,2153,29,261,634,7.5,406,77,76,89,128,36,127,147,132,"Richmond","VA"
"25",40060,"Richmond, VA",1258398,644437,606810,1230,36,140,285,10.83333333,1295,95,56,715,319,110,256,314,725,"Richmond","VA"
"26",40060,"Richmond, VA",1258398,644437,606810,1052,180,151,68,10.66666667,1228,48,0,1146,34,0,103,453,672,"Richmond","VA"
"27",40060,"Richmond, VA",1258398,644437,606810,1553,25,354,425,13.83333333,611,51,96,50,196,218,204,234,173,"Richmond","VA"
"28",40060,"Richmond, VA",1258398,644437,606810,1141,21,387,262,15.16666667,969,0,1,6,202,760,314,394,261,"Richmond","VA"
"29",40060,"Richmond, VA",1258398,644437,606810,1466,39,123,404,5.666666667,130,40,2,26,49,13,59,44,27,"Richmond","VA"
"30",40060,"Richmond, VA",1258398,644437,606810,1550,83,113,412,5,255,18,8,114,103,12,65,64,126,"Richmond","VA"
"31",40060,"Richmond, VA",1258398,644437,606810,2894,41,99,726,4.166666667,302,10,5,228,59,0,57,138,107,"Richmond","VA"
"32",40060,"Richmond, VA",1258398,644437,606810,1655,59,139,353,3.333333333,139,3,1,20,115,0,26,47,66,"Richmond","VA"
"33",40060,"Richmond, VA",1258398,644437,606810,1094,21,40,299,1.5,15,0,0,11,0,4,6,7,2,"Richmond","VA"
"34",40060,"Richmond, VA",1258398,644437,606810,2082,56,41,599,4.833333333,726,12,5,478,220,11,88,197,441,"Richmond","VA"
"35",40060,"Richmond, VA",1258398,644437,606810,2233,57,373,558,8.666666667,1346,484,74,251,361,176,366,594,386,"Richmond","VA"
"36",40060,"Richmond, VA",1258398,644437,606810,510,78,123,55,7,16,12,0,0,4,0,4,9,3,"Richmond","VA"
"37",40060,"Richmond, VA",1258398,644437,606810,2375,56,417,504,7.666666667,899,60,7,463,250,119,237,236,426,"Richmond","VA"
"38",40060,"Richmond, VA",1258398,644437,606810,364,30,45,110,7.5,52,20,0,29,3,0,14,31,7,"Richmond","VA"
"39",40060,"Richmond, VA",1258398,644437,606810,1031,175,170,69,4.833333333,20,0,0,16,4,0,7,8,5,"Richmond","VA"
"40",40060,"Richmond, VA",1258398,644437,606810,2151,0,0,0,2.333333333,493,0,442,0,38,13,35,233,225,"Richmond","VA"
"41",40060,"Richmond, VA",1258398,644437,606810,638,83,66,99,9.166666667,718,92,11,188,334,93,162,276,280,"Richmond","VA"
"42",40060,"Richmond, VA",1258398,644437,606810,875,38,210,74,8.833333333,162,0,0,34,128,0,79,48,35,"Richmond","VA"
"43",40060,"Richmond, VA",1258398,644437,606810,706,80,142,153,13,1198,31,38,5,1124,0,402,616,180,"Richmond","VA"
"44",40060,"Richmond, VA",1258398,644437,606810,1248,72,199,190,8.5,236,45,6,0,103,82,119,82,35,"Richmond","VA"
"45",40060,"Richmond, VA",1258398,644437,606810,535,68,91,125,4.166666667,11,9,0,0,2,0,2,8,1,"Richmond","VA"
"46",40060,"Richmond, VA",1258398,644437,606810,692,199,219,48,16.33333333,1596,72,502,235,516,271,393,623,580,"Richmond","VA"
"47",40060,"Richmond, VA",1258398,644437,606810,3425,17,169,1066,3,179,3,7,125,44,0,47,67,65,"Richmond","VA"
"48",40060,"Richmond, VA",1258398,644437,606810,885,13,100,272,2.666666667,84,0,2,2,80,0,21,30,33,"Richmond","VA"
"49",40060,"Richmond, VA",1258398,644437,606810,1645,5,230,395,8.833333333,1388,351,32,184,672,149,486,631,271,"Richmond","VA"
"50",40060,"Richmond, VA",1258398,644437,606810,2185,0,232,559,7.833333333,557,317,17,42,62,119,191,236,130,"Richmond","VA"
"51",40060,"Richmond, VA",1258398,644437,606810,1138,147,189,343,9.833333333,1293,392,119,78,390,314,497,435,361,"Richmond","VA"
"52",40060,"Richmond, VA",1258398,644437,606810,3016,14,64,926,4.666666667,126,0,1,17,29,79,68,34,24,"Richmond","VA"
"53",40060,"Richmond, VA",1258398,644437,606810,2133,71,251,461,4.5,1614,5,24,45,1491,49,296,513,805,"Richmond","VA"
"54",40060,"Richmond, VA",1258398,644437,606810,3456,6,315,870,7.833333333,2302,161,312,1217,579,33,245,742,1315,"Richmond","VA"
"55",40060,"Richmond, VA",1258398,644437,606810,2733,7,70,985,5.166666667,129,8,3,44,36,38,54,44,31,"Richmond","VA"
"56",40060,"Richmond, VA",1258398,644437,606810,1012,8,152,348,5,63,0,1,61,1,0,24,20,19,"Richmond","VA"
"57",40060,"Richmond, VA",1258398,644437,606810,2511,30,374,699,6.666666667,244,33,5,109,84,13,56,97,91,"Richmond","VA"
"58",40060,"Richmond, VA",1258398,644437,606810,1693,0,354,387,9.5,800,164,81,34,279,242,351,282,167,"Richmond","VA"
"59",40060,"Richmond, VA",1258398,644437,606810,2230,8,423,582,8.833333333,2689,1422,373,61,659,174,616,1249,824,"Richmond","VA"
"60",40060,"Richmond, VA",1258398,644437,606810,3275,17,287,821,8.333333333,3636,1002,36,1556,657,385,746,1521,1369,"Richmond","VA"
"61",40060,"Richmond, VA",1258398,644437,606810,1657,0,44,573,6.5,283,92,29,94,29,39,116,84,83,"Richmond","VA"
"62",40060,"Richmond, VA",1258398,644437,606810,1308,0,113,374,7.666666667,1120,23,13,132,801,151,144,233,743,"Richmond","VA"
"63",40060,"Richmond, VA",1258398,644437,606810,1800,198,320,130,12,66,26,0,0,37,3,25,29,12,"Richmond","VA"
"64",40060,"Richmond, VA",1258398,644437,606810,568,20,119,149,11.83333333,998,50,11,608,155,174,228,353,417,"Richmond","VA"
"65",40060,"Richmond, VA",1258398,644437,606810,3087,68,306,767,9.666666667,4535,499,502,1468,1781,285,1121,1639,1775,"Richmond","VA"
"66",40060,"Richmond, VA",1258398,644437,606810,3960,0,280,1217,7.666666667,13811,307,7027,1520,4657,300,1435,2934,9442,"Richmond","VA"
"67",40060,"Richmond, VA",1258398,644437,606810,1097,0,59,305,8.333333333,94,0,17,10,67,0,31,15,48,"Richmond","VA"
"68",40060,"Richmond, VA",1258398,644437,606810,3646,0,491,988,4.166666667,602,26,12,86,478,0,85,239,278,"Richmond","VA"
"69",40060,"Richmond, VA",1258398,644437,606810,855,71,253,211,15.16666667,379,33,25,23,293,5,100,188,91,"Richmond","VA"
"70",40060,"Richmond, VA",1258398,644437,606810,1149,62,174,160,15.66666667,354,25,0,217,112,0,67,128,159,"Richmond","VA"
"71",40060,"Richmond, VA",1258398,644437,606810,680,67,89,68,15.5,40,10,0,24,6,0,14,22,4,"Richmond","VA"
"72",40060,"Richmond, VA",1258398,644437,606810,3541,0,77,922,6.333333333,155,0,5,46,101,3,46,46,63,"Richmond","VA"
"73",40060,"Richmond, VA",1258398,644437,606810,3993,70,276,1166,5.166666667,74,6,0,37,30,1,26,26,22,"Richmond","VA"
"74",40060,"Richmond, VA",1258398,644437,606810,1053,8,96,311,4.833333333,58,25,4,9,20,0,30,21,7,"Richmond","VA"
"75",40060,"Richmond, VA",1258398,644437,606810,1910,15,152,530,3.5,69,6,3,4,51,5,24,35,10,"Richmond","VA"
"76",40060,"Richmond, VA",1258398,644437,606810,1917,52,498,299,6.166666667,129,0,0,23,54,52,44,62,23,"Richmond","VA"
"77",40060,"Richmond, VA",1258398,644437,606810,1373,0,170,347,5.833333333,138,36,5,57,40,0,27,71,40,"Richmond","VA"
"78",40060,"Richmond, VA",1258398,644437,606810,5322,19,284,1467,5.833333333,212,5,1,35,162,9,88,101,23,"Richmond","VA"
"79",40060,"Richmond, VA",1258398,644437,606810,2009,0,169,540,10.33333333,2292,337,421,172,1102,260,581,653,1058,"Richmond","VA"
"80",40060,"Richmond, VA",1258398,644437,606810,2750,0,61,799,5.5,104,0,6,34,64,0,21,40,43,"Richmond","VA"
"81",40060,"Richmond, VA",1258398,644437,606810,7614,23,226,2113,5.333333333,471,13,33,205,135,85,146,116,209,"Richmond","VA"
"82",40060,"Richmond, VA",1258398,644437,606810,2851,0,94,787,4,87,0,1,53,33,0,14,35,38,"Richmond","VA"
"83",40060,"Richmond, VA",1258398,644437,606810,2261,67,176,671,9.333333333,4737,899,177,1852,1424,385,1174,1585,1978,"Richmond","VA"
"84",40060,"Richmond, VA",1258398,644437,606810,1673,9,107,587,8,1190,274,20,75,784,37,362,498,330,"Richmond","VA"
"85",40060,"Richmond, VA",1258398,644437,606810,1328,28,93,337,4,34,0,1,10,23,0,8,15,11,"Richmond","VA"
"86",40060,"Richmond, VA",1258398,644437,606810,1447,121,286,293,7.166666667,2272,467,60,1282,246,217,435,871,966,"Richmond","VA"
"87",40060,"Richmond, VA",1258398,644437,606810,608,0,53,196,7.666666667,233,38,5,137,48,5,35,92,106,"Richmond","VA"
"88",40060,"Richmond, VA",1258398,644437,606810,3598,52,729,551,8,83,5,23,17,38,0,36,40,7,"Richmond","VA"
"89",40060,"Richmond, VA",1258398,644437,606810,2037,14,278,559,9.166666667,1364,119,42,202,874,127,298,442,624,"Richmond","VA"
"90",40060,"Richmond, VA",1258398,644437,606810,1935,114,279,421,6.5,169,0,20,14,135,0,52,60,57,"Richmond","VA"
"91",40060,"Richmond, VA",1258398,644437,606810,3235,62,198,850,6.666666667,280,2,18,22,238,0,165,62,53,"Richmond","VA"
"92",40060,"Richmond, VA",1258398,644437,606810,946,16,186,225,5.5,143,1,26,99,17,0,11,15,117,"Richmond","VA"
"93",40060,"Richmond, VA",1258398,644437,606810,2364,0,99,760,6,102,0,2,8,42,50,43,41,18,"Richmond","VA"
"94",40060,"Richmond, VA",1258398,644437,606810,1183,0,68,326,9.5,476,59,108,6,155,148,200,157,119,"Richmond","VA"
"95",40060,"Richmond, VA",1258398,644437,606810,1389,149,402,155,7.666666667,332,16,4,169,137,6,60,127,145,"Richmond","VA"
"96",40060,"Richmond, VA",1258398,644437,606810,1521,27,182,282,7,463,6,0,58,397,2,66,223,174,"Richmond","VA"
"97",40060,"Richmond, VA",1258398,644437,606810,901,0,96,187,7.666666667,295,25,2,206,39,23,80,165,50,"Richmond","VA"
"98",40060,"Richmond, VA",1258398,644437,606810,1852,82,217,425,12.33333333,134,31,3,30,69,1,58,52,24,"Richmond","VA"
"99",40060,"Richmond, VA",1258398,644437,606810,1015,60,116,34,8.166666667,2,0,0,1,1,0,1,1,0,"Richmond","VA"
"100",40060,"Richmond, VA",1258398,644437,606810,1505,0,233,190,11.16666667,62,38,0,2,15,7,37,21,4,"Richmond","VA"
"101",40060,"Richmond, VA",1258398,644437,606810,2233,328,1094,333,17.83333333,33016,208,16512,2386,11046,2864,3775,6518,22723,"Richmond","VA"
"102",40060,"Richmond, VA",1258398,644437,606810,2039,103,354,233,11.16666667,45,29,0,2,14,0,20,19,6,"Richmond","VA"
"103",40060,"Richmond, VA",1258398,644437,606810,1232,180,130,57,12.83333333,15,2,6,0,7,0,5,7,3,"Richmond","VA"
"104",40060,"Richmond, VA",1258398,644437,606810,867,27,127,242,11.83333333,63,0,11,22,18,12,15,21,27,"Richmond","VA"
"105",40060,"Richmond, VA",1258398,644437,606810,1887,200,303,176,13.16666667,238,79,1,132,26,0,44,79,115,"Richmond","VA"
"106",40060,"Richmond, VA",1258398,644437,606810,586,28,50,159,12.66666667,24,14,3,6,1,0,11,12,1,"Richmond","VA"
"107",40060,"Richmond, VA",1258398,644437,606810,977,64,67,157,12.5,54,12,0,21,21,0,20,22,12,"Richmond","VA"
"108",40060,"Richmond, VA",1258398,644437,606810,1237,169,148,45,14.83333333,878,30,140,646,62,0,84,389,405,"Richmond","VA"
"109",40060,"Richmond, VA",1258398,644437,606810,1237,113,133,116,11.83333333,132,3,15,99,15,0,9,13,110,"Richmond","VA"
"110",40060,"Richmond, VA",1258398,644437,606810,1650,61,153,322,14.66666667,53,2,9,6,18,18,29,13,11,"Richmond","VA"
"111",40060,"Richmond, VA",1258398,644437,606810,1051,0,140,206,14.5,32,0,0,10,21,1,15,5,12,"Richmond","VA"
"112",40060,"Richmond, VA",1258398,644437,606810,776,0,183,217,14.5,48,4,3,3,6,32,17,23,8,"Richmond","VA"
"113",40060,"Richmond, VA",1258398,644437,606810,2358,377,691,316,10.5,48,0,4,0,44,0,21,16,11,"Richmond","VA"
"114",40060,"Richmond, VA",1258398,644437,606810,838,12,137,233,16.5,177,20,12,6,78,61,70,74,33,"Richmond","VA"
"115",40060,"Richmond, VA",1258398,644437,606810,839,43,101,238,14.16666667,144,83,4,3,25,29,54,62,28,"Richmond","VA"
"116",40060,"Richmond, VA",1258398,644437,606810,3628,22,248,1072,9.5,1683,614,84,185,477,323,735,585,363,"Richmond","VA"
"117",40060,"Richmond, VA",1258398,644437,606810,1535,27,305,370,11.33333333,8443,2438,667,347,3381,1610,2908,2437,3098,"Richmond","VA"
"118",40060,"Richmond, VA",1258398,644437,606810,1604,12,328,332,8.5,189,0,32,3,54,100,92,72,25,"Richmond","VA"
"119",40060,"Richmond, VA",1258398,644437,606810,2597,0,283,618,6.166666667,19,0,2,10,7,0,3,12,4,"Richmond","VA"
"120",40060,"Richmond, VA",1258398,644437,606810,487,0,121,111,7,38,1,0,25,12,0,11,13,14,"Richmond","VA"
"121",40060,"Richmond, VA",1258398,644437,606810,2099,15,385,453,6.333333333,182,15,5,2,160,0,38,48,96,"Richmond","VA"
"122",40060,"Richmond, VA",1258398,644437,606810,2659,108,518,514,8,356,98,56,63,139,0,98,157,101,"Richmond","VA"
"123",40060,"Richmond, VA",1258398,644437,606810,1827,0,114,615,5.166666667,52,29,0,14,9,0,19,23,10,"Richmond","VA"
"124",40060,"Richmond, VA",1258398,644437,606810,1079,12,138,231,5.5,131,0,2,28,101,0,48,47,36,"Richmond","VA"
"125",40060,"Richmond, VA",1258398,644437,606810,3720,0,240,885,6.333333333,184,83,0,8,49,44,97,64,23,"Richmond","VA"
"126",40060,"Richmond, VA",1258398,644437,606810,1183,26,149,300,5.666666667,37,26,0,4,7,0,16,15,6,"Richmond","VA"
"127",40060,"Richmond, VA",1258398,644437,606810,1359,0,311,355,9.666666667,1015,156,229,73,363,194,368,326,321,"Richmond","VA"
"128",40060,"Richmond, VA",1258398,644437,606810,2954,39,199,761,6,44,0,12,9,21,2,14,16,14,"Richmond","VA"
"129",40060,"Richmond, VA",1258398,644437,606810,1516,0,189,401,7.166666667,361,233,0,14,73,41,168,148,45,"Richmond","VA"
"130",40060,"Richmond, VA",1258398,644437,606810,1076,11,171,234,5.166666667,71,0,5,5,15,46,32,22,17,"Richmond","VA"
"131",40060,"Richmond, VA",1258398,644437,606810,2795,0,149,917,6.666666667,200,119,12,30,32,7,90,77,33,"Richmond","VA"
"132",40060,"Richmond, VA",1258398,644437,606810,1890,0,93,400,4.833333333,114,0,0,17,4,93,63,30,21,"Richmond","VA"
"133",40060,"Richmond, VA",1258398,644437,606810,1968,86,202,364,9.166666667,69,9,1,5,42,12,40,17,12,"Richmond","VA"
"134",40060,"Richmond, VA",1258398,644437,606810,3223,107,282,573,8.166666667,6,0,2,0,4,0,3,2,1,"Richmond","VA"
"135",40060,"Richmond, VA",1258398,644437,606810,661,24,151,131,12.66666667,110,27,11,10,37,25,45,39,26,"Richmond","VA"
"136",40060,"Richmond, VA",1258398,644437,606810,1189,161,322,191,11.5,93,0,67,3,10,13,19,39,35,"Richmond","VA"
"137",40060,"Richmond, VA",1258398,644437,606810,1458,0,158,282,12.5,270,74,17,113,64,2,36,126,108,"Richmond","VA"
"138",40060,"Richmond, VA",1258398,644437,606810,2814,140,573,421,12.33333333,686,116,231,292,24,23,133,154,399,"Richmond","VA"
"139",40060,"Richmond, VA",1258398,644437,606810,2780,12,458,642,8.333333333,393,0,80,63,214,36,42,160,191,"Richmond","VA"
"140",40060,"Richmond, VA",1258398,644437,606810,995,0,160,209,12.83333333,3409,126,271,533,2084,395,614,1361,1434,"Richmond","VA"
"141",40060,"Richmond, VA",1258398,644437,606810,1287,10,51,418,3.166666667,57,32,0,17,8,0,9,27,21,"Richmond","VA"
"142",40060,"Richmond, VA",1258398,644437,606810,2869,30,45,778,8.833333333,18893,1350,6434,832,8845,1432,2520,4914,11459,"Richmond","VA"
"143",40060,"Richmond, VA",1258398,644437,606810,2056,64,497,512,8.333333333,4415,64,338,713,3154,146,510,1281,2624,"Richmond","VA"
"144",40060,"Richmond, VA",1258398,644437,606810,2586,38,93,824,3.666666667,72,11,0,45,16,0,23,24,25,"Richmond","VA"
"145",40060,"Richmond, VA",1258398,644437,606810,2194,34,598,479,13,444,83,97,6,258,0,47,157,240,"Richmond","VA"
"146",40060,"Richmond, VA",1258398,644437,606810,1693,0,122,419,7.333333333,419,67,16,24,279,33,158,164,97,"Richmond","VA"
"147",40060,"Richmond, VA",1258398,644437,606810,498,0,65,142,11.33333333,826,149,12,38,78,549,460,254,112,"Richmond","VA"
"148",40060,"Richmond, VA",1258398,644437,606810,1496,48,155,403,13.66666667,1057,399,23,35,198,402,517,391,149,"Richmond","VA"
"149",40060,"Richmond, VA",1258398,644437,606810,1152,24,111,339,3.333333333,95,0,0,74,21,0,27,40,28,"Richmond","VA"
"150",40060,"Richmond, VA",1258398,644437,606810,1496,0,139,409,5.333333333,437,49,14,296,67,11,81,214,142,"Richmond","VA"
"151",40060,"Richmond, VA",1258398,644437,606810,1852,18,127,444,4.333333333,275,3,110,137,25,0,51,114,110,"Richmond","VA"
"152",40060,"Richmond, VA",1258398,644437,606810,1362,0,148,493,8.166666667,1259,159,50,265,701,84,356,489,414,"Richmond","VA"
"153",40060,"Richmond, VA",1258398,644437,606810,1611,14,129,491,2.5,59,0,1,42,16,0,19,28,12,"Richmond","VA"
"154",40060,"Richmond, VA",1258398,644437,606810,1356,31,79,379,3,78,0,1,61,16,0,16,31,31,"Richmond","VA"
"155",40060,"Richmond, VA",1258398,644437,606810,1238,19,117,391,2.833333333,109,2,0,81,19,7,17,39,53,"Richmond","VA"
"156",40060,"Richmond, VA",1258398,644437,606810,1394,52,109,322,3.333333333,164,8,2,129,25,0,44,53,67,"Richmond","VA"
"157",40060,"Richmond, VA",1258398,644437,606810,2292,21,245,526,6.166666667,104,8,0,11,41,44,58,34,12,"Richmond","VA"
"158",40060,"Richmond, VA",1258398,644437,606810,1562,28,305,273,7.833333333,201,81,12,30,50,28,62,56,83,"Richmond","VA"
"159",40060,"Richmond, VA",1258398,644437,606810,1015,0,88,304,7.5,534,329,44,26,67,68,133,199,202,"Richmond","VA"
"160",40060,"Richmond, VA",1258398,644437,606810,1947,36,80,503,7,397,8,29,36,310,14,138,151,108,"Richmond","VA"
"161",40060,"Richmond, VA",1258398,644437,606810,1994,18,75,547,10,882,247,91,31,388,125,313,267,302,"Richmond","VA"
"162",40060,"Richmond, VA",1258398,644437,606810,1973,29,326,414,9.666666667,2088,944,50,9,619,466,1135,685,268,"Richmond","VA"
"163",40060,"Richmond, VA",1258398,644437,606810,2833,9,222,485,14.33333333,5774,322,3369,61,1356,666,1054,1464,3256,"Richmond","VA"
"164",40060,"Richmond, VA",1258398,644437,606810,1418,51,123,286,5.333333333,30,0,0,0,30,0,9,18,3,"Richmond","VA"
"165",40060,"Richmond, VA",1258398,644437,606810,731,42,120,150,3.666666667,2,0,0,0,2,0,2,0,0,"Richmond","VA"
"166",40060,"Richmond, VA",1258398,644437,606810,1133,185,220,141,7,173,2,66,0,105,0,22,81,70,"Richmond","VA"
"167",40060,"Richmond, VA",1258398,644437,606810,972,202,146,59,13.5,340,13,43,15,250,19,163,150,27,"Richmond","VA"
"168",40060,"Richmond, VA",1258398,644437,606810,1288,219,180,133,7.333333333,34,19,0,0,13,2,13,17,4,"Richmond","VA"
"169",40060,"Richmond, VA",1258398,644437,606810,1220,7,135,241,5.166666667,7,0,0,7,0,0,1,6,0,"Richmond","VA"
"170",40060,"Richmond, VA",1258398,644437,606810,1331,78,254,157,8.833333333,381,93,1,2,250,35,150,148,83,"Richmond","VA"
"171",40060,"Richmond, VA",1258398,644437,606810,2349,199,326,455,5.666666667,734,1,7,305,417,4,131,310,293,"Richmond","VA"
"172",40060,"Richmond, VA",1258398,644437,606810,2290,13,82,740,4.333333333,185,0,7,82,45,51,83,53,49,"Richmond","VA"
"173",40060,"Richmond, VA",1258398,644437,606810,1962,16,104,563,5.666666667,97,2,19,30,40,6,31,27,39,"Richmond","VA"
"174",40060,"Richmond, VA",1258398,644437,606810,2025,0,99,587,9.833333333,458,103,74,34,118,129,207,169,82,"Richmond","VA"
"175",40060,"Richmond, VA",1258398,644437,606810,2234,0,100,669,9.166666667,579,40,37,214,288,0,77,201,301,"Richmond","VA"
"176",40060,"Richmond, VA",1258398,644437,606810,920,0,56,292,4.333333333,91,2,4,32,53,0,25,32,34,"Richmond","VA"
"177",40060,"Richmond, VA",1258398,644437,606810,2475,0,89,829,4.666666667,251,2,8,97,124,20,64,107,80,"Richmond","VA"
"178",40060,"Richmond, VA",1258398,644437,606810,1187,40,29,386,5.166666667,166,9,5,7,133,12,52,87,27,"Richmond","VA"
"179",40060,"Richmond, VA",1258398,644437,606810,2076,26,116,607,8.333333333,963,437,10,258,230,28,248,342,373,"Richmond","VA"
"180",40060,"Richmond, VA",1258398,644437,606810,2714,7,201,882,7.666666667,605,162,67,179,93,104,218,197,190,"Richmond","VA"
"181",40060,"Richmond, VA",1258398,644437,606810,1313,15,69,433,7.166666667,3618,56,1004,1897,586,75,335,902,2381,"Richmond","VA"
"182",40060,"Richmond, VA",1258398,644437,606810,843,0,40,305,4,70,4,2,37,26,1,16,28,26,"Richmond","VA"
"183",40060,"Richmond, VA",1258398,644437,606810,1823,0,43,574,3.333333333,79,8,0,53,18,0,26,39,14,"Richmond","VA"
"184",40060,"Richmond, VA",1258398,644437,606810,1231,0,38,349,4.5,88,6,2,57,23,0,15,41,32,"Richmond","VA"
"185",40060,"Richmond, VA",1258398,644437,606810,1325,0,90,460,5.666666667,476,26,8,92,276,74,146,157,173,"Richmond","VA"
"186",40060,"Richmond, VA",1258398,644437,606810,2351,25,245,683,7.666666667,3986,720,270,2169,671,156,778,1403,1805,"Richmond","VA"
"187",40060,"Richmond, VA",1258398,644437,606810,970,41,161,268,10.33333333,1405,87,329,252,691,46,433,422,550,"Richmond","VA"
"188",40060,"Richmond, VA",1258398,644437,606810,2283,9,147,591,5.5,68,5,1,12,50,0,25,23,20,"Richmond","VA"
"189",40060,"Richmond, VA",1258398,644437,606810,816,0,154,224,9.166666667,722,64,61,4,247,346,298,252,172,"Richmond","VA"
"190",40060,"Richmond, VA",1258398,644437,606810,1129,112,215,120,15.16666667,132,27,6,34,27,38,55,69,8,"Richmond","VA"
"191",40060,"Richmond, VA",1258398,644437,606810,9478,148,656,2303,9.666666667,4441,250,1307,687,1922,275,913,1151,2377,"Richmond","VA"
"192",40060,"Richmond, VA",1258398,644437,606810,4313,0,374,1083,5.833333333,164,35,14,42,73,0,48,38,78,"Richmond","VA"
"193",40060,"Richmond, VA",1258398,644437,606810,890,0,96,204,7.166666667,35,15,4,5,11,0,12,15,8,"Richmond","VA"
"194",40060,"Richmond, VA",1258398,644437,606810,2299,21,398,563,7.5,456,33,11,43,352,17,116,192,148,"Richmond","VA"
"195",40060,"Richmond, VA",1258398,644437,606810,1978,9,108,154,7.166666667,4214,168,24,82,3744,196,1234,1054,1926,"Richmond","VA"
"196",40060,"Richmond, VA",1258398,644437,606810,1468,23,119,457,8.5,2861,214,207,1208,1135,97,689,940,1232,"Richmond","VA"
"197",40060,"Richmond, VA",1258398,644437,606810,2795,7,98,833,9,1136,322,36,100,524,154,536,399,201,"Richmond","VA"
"198",40060,"Richmond, VA",1258398,644437,606810,2684,121,342,640,6.166666667,815,5,24,306,480,0,171,422,222,"Richmond","VA"
"199",40060,"Richmond, VA",1258398,644437,606810,2486,0,26,649,7,55,0,5,15,24,11,18,17,20,"Richmond","VA"
"200",40060,"Richmond, VA",1258398,644437,606810,1499,0,221,405,5.166666667,3415,115,55,77,2999,169,591,1141,1683,"Richmond","VA"
"201",40060,"Richmond, VA",1258398,644437,606810,1458,8,26,484,4,254,0,1,210,40,3,28,88,138,"Richmond","VA"
"202",40060,"Richmond, VA",1258398,644437,606810,1774,0,70,582,6.5,299,125,3,66,57,48,125,126,48,"Richmond","VA"
"203",40060,"Richmond, VA",1258398,644437,606810,1881,0,52,554,4.833333333,69,0,3,15,51,0,13,31,25,"Richmond","VA"
"204",40060,"Richmond, VA",1258398,644437,606810,2310,0,119,674,3.333333333,245,12,2,194,37,0,43,81,121,"Richmond","VA"
